utterance_id,target_text,target_kana,mora_count,reference_speaker,user_speaker,case_name,eval_path,mode,prosody_score,pronunciation_score,fluency_score,total_score,pitch_target_source,pitch_target_reliability,content_match_status,content_verified,alignment_mode,f0_coverage,contour_corr,transition_agreement,accent_drop_match,final_intonation_score,notes,user_facing_status,display_score,practice_score_value,visible_prosody_score,prosody_score_visible,suppressed_reasons,tone_score_in_core_four,test_only_cache_prefix,sidecar_reliable,sidecar_reference_source,pair_id,reference_audio_path,user_audio_path,content_status,hl_match,component_contour,component_transition,component_hl,component_final,unavailable_reason,low_f0_unavailable
VOICEACTRESS100_091,同母姉に、スウェーデン王妃、ジョゼフィーヌがいる。,ドーボアネニスウェーデンオーヒジョゼフィーヌガイル,22,jvs001,jvs002,native_cross_speaker_reference_audio_f0_cache,semi_audio_lab_f0,native_cross_speaker_reference_audio_f0_cache,78,,,,reference_audio_f0_cache,reliable,,,lab_phone_mora,1.0,0.7311593309451818,0.8253968253968252,1.0,45,speaker B native F0 against speaker A verified reference F0,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_091,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_091.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_091.wav,same_transcript_control,0.8636363636363636,0.8138247907658979,0.8253968253968252,0.8636363636363636,0.45,,no
VOICEACTRESS100_091,同母姉に、スウェーデン王妃、ジョゼフィーヌがいる。,ドーボアネニスウェーデンオーヒジョゼフィーヌガイル,22,jvs001,jvs002,native_cross_speaker_openjtalk_target,semi_audio_lab_f0,native_cross_speaker_openjtalk_target,63,,,,openjtalk_accent_phrase_chain,heuristic,,,lab_phone_mora,1.0,0.34294243871029806,0.6911764705882353,0.3333333333333333,45,same native F0 scored against OpenJTalk target,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_091,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_091.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_091.wav,same_transcript_control,0.6818181818181818,0.6390451356713429,0.6911764705882353,0.6818181818181818,0.45,,no
VOICEACTRESS100_091,同母姉に、スウェーデン王妃、ジョゼフィーヌがいる。,ドーボアネニスウェーデンオーヒジョゼフィーヌガイル,22,jvs001,jvs002,flat_pitch_correct_content,semi_audio_lab_f0,flat_pitch_correct_content,47,,,,reference_audio_f0_cache,reliable,,,lab_phone_mora,1.0,0.0,0.30158730158730157,0.0,45,same content/timing with flattened F0,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_091,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_091.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_091.wav,same_transcript_control,0.5454545454545454,0.5319592005389103,0.30158730158730157,0.5454545454545454,0.45,,no
VOICEACTRESS100_091,同母姉に、スウェーデン王妃、ジョゼフィーヌがいる。,ドーボアネニスウェーデンオーヒジョゼフィーヌガイル,22,jvs001,jvs002,shuffled_random_pitch_correct_content,semi_audio_lab_f0,shuffled_random_pitch_correct_content,55,,,,reference_audio_f0_cache,reliable,,,lab_phone_mora,1.0,0.15450522823988194,0.5714285714285713,0.0,45,same content/timing with shuffled F0,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_091,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_091.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_091.wav,same_transcript_control,0.5,0.5606607709220034,0.5714285714285713,0.5,0.45,,no
VOICEACTRESS100_091,同母姉に、スウェーデン王妃、ジョゼフィーヌがいる。,ドーボアネニスウェーデンオーヒジョゼフィーヌガイル,22,jvs001,jvs002,wrong_accent_drop_correct_content,semi_audio_lab_f0,wrong_accent_drop_correct_content,75,,,,reference_audio_f0_cache,reliable,,,lab_phone_mora,1.0,0.6876960112517512,0.7698412698412697,0.0,45,same content/timing with accent-drop counterfactual when available,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_091,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_091.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_091.wav,same_transcript_control,0.8636363636363636,0.7927651392324075,0.7698412698412697,0.8636363636363636,0.45,,no
VOICEACTRESS100_091,同母姉に、スウェーデン王妃、ジョゼフィーヌがいる。,ドーボアネニスウェーデンオーヒジョゼフィーヌガイル,22,jvs001,jvs002,low_f0_coverage_correct_content,semi_audio_lab_f0,low_f0_coverage_correct_content,50,,,,reference_audio_f0_cache,reliable,,,lab_phone_mora,0.0909,,,,,same content/timing with insufficient F0 coverage,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_091,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_091.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_091.wav,same_transcript_control,,,,,,insufficient_valid_mora_f0,yes
VOICEACTRESS100_033,芸能プロダクション、アミューズのグループ企業。,ゲーノープロダクションアミューズノグループキギョー,22,jvs001,jvs002,verified_jvs_sidecar_fixed_reference,evaluator,fixed_reference,77,80,100,84,reference_audio_f0_cache,reliable,pass,True,cached_dtw_fallback_equal,0.8636,0.6487,0.8039,0.3333,75,test-only JVS sidecar; evaluator path should read reference_audio_f0_cache,pass,,,,False,fallback_alignment;shadow_mode_user_facing_disabled;debug_only_by_profile,no,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/results/test_fixtures/jvs_verified_pitch_demo/jvs001_VOICEACTRESS100_033,yes,test_only_jvs_native_reference,,,,,,,,,,,
VOICEACTRESS100_033,芸能プロダクション、アミューズのグループ企業。,ゲーノープロダクションアミューズノグループキギョー,22,jvs001,jvs002,same_audio_text_openjtalk_evaluator_baseline,evaluator,text_openjtalk_baseline,70,92,100,85,openjtalk_accent_phrase_chain,heuristic,unknown,False,dtw,0.8182,0.2647,0.7812,0.5,100,same user audio without fixed-reference cache; OpenJTalk target baseline,pass,98,98,,False,mode_not_allowed_by_profile;debug_only_by_profile,no,,,,,,,,,,,,,,
VOICEACTRESS100_033,芸能プロダクション、アミューズのグループ企業。,ゲーノープロダクションアミューズノグループキギョー,22,jvs001,jvs002,native_cross_speaker_reference_audio_f0_cache,semi_audio_lab_f0,native_cross_speaker_reference_audio_f0_cache,91,,,,reference_audio_f0_cache,reliable,,,lab_phone_mora,0.9545,0.9647130229213708,0.7909407665505226,1.0,100,speaker B native F0 against speaker A verified reference F0,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_033,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_033.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_033.wav,same_transcript_control,0.9047619047619048,0.950725489999245,0.7909407665505226,0.9047619047619048,1.0,,no
VOICEACTRESS100_033,芸能プロダクション、アミューズのグループ企業。,ゲーノープロダクションアミューズノグループキギョー,22,jvs001,jvs002,native_cross_speaker_openjtalk_target,semi_audio_lab_f0,native_cross_speaker_openjtalk_target,77,,,,openjtalk_accent_phrase_chain,heuristic,,,lab_phone_mora,0.9545,0.507829036162496,0.8095238095238094,0.3333333333333333,100,same native F0 scored against OpenJTalk target,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_033,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_033.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_033.wav,same_transcript_control,0.7142857142857143,0.7099382350628545,0.8095238095238094,0.7142857142857143,1.0,,no
VOICEACTRESS100_033,芸能プロダクション、アミューズのグループ企業。,ゲーノープロダクションアミューズノグループキギョー,22,jvs001,jvs002,flat_pitch_correct_content,semi_audio_lab_f0,flat_pitch_correct_content,51,,,,reference_audio_f0_cache,reliable,,,lab_phone_mora,0.9545,0.0,0.20905923344947736,0.0,100,same content/timing with flattened F0,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_033,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_033.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_033.wav,same_transcript_control,0.5714285714285714,0.5344411131485385,0.20905923344947736,0.5714285714285714,1.0,,no
VOICEACTRESS100_033,芸能プロダクション、アミューズのグループ企業。,ゲーノープロダクションアミューズノグループキギョー,22,jvs001,jvs002,shuffled_random_pitch_correct_content,semi_audio_lab_f0,shuffled_random_pitch_correct_content,59,,,,reference_audio_f0_cache,reliable,,,lab_phone_mora,0.9545,-0.0018279665145253775,0.6759581881533101,0.0,100,same content/timing with shuffled F0,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_033,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_033.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_033.wav,same_transcript_control,0.38095238095238093,0.4969132038629217,0.6759581881533101,0.38095238095238093,1.0,,no
VOICEACTRESS100_033,芸能プロダクション、アミューズのグループ企業。,ゲーノープロダクションアミューズノグループキギョー,22,jvs001,jvs002,wrong_accent_drop_correct_content,semi_audio_lab_f0,wrong_accent_drop_correct_content,83,,,,reference_audio_f0_cache,reliable,,,lab_phone_mora,0.9545,0.8300636890357272,0.6864111498257841,0.0,100,same content/timing with accent-drop counterfactual when available,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_033,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_033.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_033.wav,same_transcript_control,0.8095238095238095,0.8689537318185703,0.6864111498257841,0.8095238095238095,1.0,,no
VOICEACTRESS100_033,芸能プロダクション、アミューズのグループ企業。,ゲーノープロダクションアミューズノグループキギョー,22,jvs001,jvs002,low_f0_coverage_correct_content,semi_audio_lab_f0,low_f0_coverage_correct_content,50,,,,reference_audio_f0_cache,reliable,,,lab_phone_mora,0.0909,,,,,same content/timing with insufficient F0 coverage,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_033,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_033.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_033.wav,same_transcript_control,,,,,,insufficient_valid_mora_f0,yes
VOICEACTRESS100_034,長母音を省略して、エリュシオンとも表記される。,チョーボインヲショーリャクシテエリュシオントモヒョーキサレル,25,jvs001,jvs002,verified_jvs_sidecar_fixed_reference,evaluator,fixed_reference,69,80,100,81,reference_audio_f0_cache,reliable,pass,True,cached_dtw_fallback_equal,0.92,0.7413,0.432,0.0,75,test-only JVS sidecar; evaluator path should read reference_audio_f0_cache,pass,,,,False,fallback_alignment;debug_only_by_profile;shadow_mode_user_facing_disabled;missing_or_invalid_threshold_metadata,no,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/results/test_fixtures/jvs_verified_pitch_demo/jvs001_VOICEACTRESS100_034,yes,test_only_jvs_native_reference,,,,,,,,,,,
VOICEACTRESS100_034,長母音を省略して、エリュシオンとも表記される。,チョーボインヲショーリャクシテエリュシオントモヒョーキサレル,25,jvs001,jvs002,same_audio_text_openjtalk_evaluator_baseline,evaluator,text_openjtalk_baseline,47,84,100,73,openjtalk_accent_phrase_chain,heuristic,unknown,False,dtw,0.92,-0.1411,0.5615,0.3333,45,same user audio without fixed-reference cache; OpenJTalk target baseline,pass,95,95,,False,debug_only_by_profile;mode_not_allowed_by_profile;missing_or_invalid_threshold_metadata,no,,,,,,,,,,,,,,
VOICEACTRESS100_034,長母音を省略して、エリュシオンとも表記される。,チョーボインヲショーリャクシテエリュシオントモヒョーキサレル,25,jvs001,jvs002,native_cross_speaker_reference_audio_f0_cache,semi_audio_lab_f0,native_cross_speaker_reference_audio_f0_cache,86,,,,reference_audio_f0_cache,reliable,,,lab_phone_mora,1.0,0.9061240624905893,0.6636363636363636,,100,speaker B native F0 against speaker A verified reference F0,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_034,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_034.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_034.wav,same_transcript_control,0.92,0.9081414371356447,0.6636363636363636,0.92,1.0,,no
VOICEACTRESS100_034,長母音を省略して、エリュシオンとも表記される。,チョーボインヲショーリャクシテエリュシオントモヒョーキサレル,25,jvs001,jvs002,native_cross_speaker_openjtalk_target,semi_audio_lab_f0,native_cross_speaker_openjtalk_target,55,,,,openjtalk_accent_phrase_chain,heuristic,,,lab_phone_mora,1.0,0.10090872235802965,0.6225165562913908,0.3333333333333333,45,same native F0 scored against OpenJTalk target,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_034,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_034.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_034.wav,same_transcript_control,0.52,0.5386401754387206,0.6225165562913908,0.52,0.45,,no
VOICEACTRESS100_034,長母音を省略して、エリュシオンとも表記される。,チョーボインヲショーリャクシテエリュシオントモヒョーキサレル,25,jvs001,jvs002,flat_pitch_correct_content,semi_audio_lab_f0,flat_pitch_correct_content,43,,,,reference_audio_f0_cache,reliable,,,lab_phone_mora,1.0,0.0,0.2090909090909091,,45,same content/timing with flattened F0,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_034,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_034.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_034.wav,same_transcript_control,0.36,0.5319592007016413,0.2090909090909091,0.36,0.45,,no
VOICEACTRESS100_034,長母音を省略して、エリュシオンとも表記される。,チョーボインヲショーリャクシテエリュシオントモヒョーキサレル,25,jvs001,jvs002,shuffled_random_pitch_correct_content,semi_audio_lab_f0,shuffled_random_pitch_correct_content,49,,,,reference_audio_f0_cache,reliable,,,lab_phone_mora,1.0,-0.19516206145185924,0.4181818181818182,,100,same content/timing with shuffled F0,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_034,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_034.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_034.wav,same_transcript_control,0.44,0.42052835423585777,0.4181818181818182,0.44,1.0,,no
VOICEACTRESS100_034,長母音を省略して、エリュシオンとも表記される。,チョーボインヲショーリャクシテエリュシオントモヒョーキサレル,25,jvs001,jvs002,wrong_accent_drop_correct_content,semi_audio_lab_f0,wrong_accent_drop_correct_content,84,,,,reference_audio_f0_cache,reliable,,,lab_phone_mora,1.0,0.9035098733877032,0.6181818181818182,,100,same content/timing with accent-drop counterfactual when available,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_034,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_034.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_034.wav,same_transcript_control,0.88,0.9065142395358978,0.6181818181818182,0.88,1.0,,no
VOICEACTRESS100_034,長母音を省略して、エリュシオンとも表記される。,チョーボインヲショーリャクシテエリュシオントモヒョーキサレル,25,jvs001,jvs002,low_f0_coverage_correct_content,semi_audio_lab_f0,low_f0_coverage_correct_content,50,,,,reference_audio_f0_cache,reliable,,,lab_phone_mora,0.08,,,,,same content/timing with insufficient F0 coverage,,,,,,,no,,,,jvs001->jvs002:VOICEACTRESS100_034,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_034.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_034.wav,same_transcript_control,,,,,,insufficient_valid_mora_f0,yes
