pair_id,utterance_id,target_text,target_kana,mora_count,reference_speaker,user_speaker,reference_audio_path,user_audio_path,mode,alignment_mode,content_status,prosody_score,f0_coverage,pitch_target_source,pitch_target_reliability,contour_corr,transition_agreement,hl_match,accent_drop_match,final_intonation_score,component_contour,component_transition,component_hl,component_final,unavailable_reason,notes
jvs001->jvs002:VOICEACTRESS100_002,VOICEACTRESS100_002,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。,ニューイングランドフーワギューニューヲベーストシタシロイクリームスープデアリボストンクラムチャウダートモヨバレル,52,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_002.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_002.wav,low_f0_coverage_correct_content,lab_phone_mora,same_transcript_control,50,0.0385,reference_audio_f0_cache,reliable,,,,,,,,,,insufficient_valid_mora_f0,semi-audio counterfactual: same content/timing with insufficient voiced mora F0
jvs001->jvs002:VOICEACTRESS100_003,VOICEACTRESS100_003,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。,コンピュータゲームノメーカーヤギョーカイダンタイナドニカンレンスルジンブツノカテゴリ,40,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,native_cross_speaker_reference_audio_f0_cache,lab_phone_mora,same_transcript_control,87,1.0,reference_audio_f0_cache,reliable,0.8700982199789069,0.7839195979899498,0.85,,100,0.8870431223638711,0.7839195979899498,0.85,1.0,,speaker A lab-timed native F0 contour used as verified reference cache target; speaker B same sentence scored as user
jvs001->jvs002:VOICEACTRESS100_003,VOICEACTRESS100_003,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。,コンピュータゲームノメーカーヤギョーカイダンタイナドニカンレンスルジンブツノカテゴリ,40,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,native_cross_speaker_openjtalk_target,lab_phone_mora,same_transcript_control,73,1.0,openjtalk_accent_phrase_chain,heuristic,0.43732480477291585,0.7352941176470589,0.65,0.2,100,0.6788416179480653,0.7352941176470589,0.65,1.0,,same speaker B native audio scored against OpenJTalk accent phrase target
jvs001->jvs002:VOICEACTRESS100_003,VOICEACTRESS100_003,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。,コンピュータゲームノメーカーヤギョーカイダンタイナドニカンレンスルジンブツノカテゴリ,40,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,flat_pitch_correct_content,lab_phone_mora,same_transcript_control,47,1.0,reference_audio_f0_cache,reliable,0.0,0.3467336683417085,0.5,,45,0.5319592010276508,0.3467336683417085,0.5,0.45,,"semi-audio counterfactual: real same-sentence timing/content, flattened user F0"
jvs001->jvs002:VOICEACTRESS100_003,VOICEACTRESS100_003,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。,コンピュータゲームノメーカーヤギョーカイダンタイナドニカンレンスルジンブツノカテゴリ,40,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,shuffled_random_pitch_correct_content,lab_phone_mora,same_transcript_control,52,1.0,reference_audio_f0_cache,reliable,-0.07011827707234235,0.6783919597989949,0.45,,45,0.4698178745473801,0.6783919597989949,0.45,0.45,,"semi-audio counterfactual: real same-sentence timing/content, shuffled valid user F0 values"
jvs001->jvs002:VOICEACTRESS100_003,VOICEACTRESS100_003,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。,コンピュータゲームノメーカーヤギョーカイダンタイナドニカンレンスルジンブツノカテゴリ,40,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,wrong_accent_drop_correct_content,lab_phone_mora,same_transcript_control,87,1.0,reference_audio_f0_cache,reliable,0.8537398042332272,0.7839195979899498,0.85,,100,0.8777252951521027,0.7839195979899498,0.85,1.0,,semi-audio counterfactual: same content/timing with accent-drop transition suppressed or contradicted
jvs001->jvs002:VOICEACTRESS100_003,VOICEACTRESS100_003,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。,コンピュータゲームノメーカーヤギョーカイダンタイナドニカンレンスルジンブツノカテゴリ,40,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,low_f0_coverage_correct_content,lab_phone_mora,same_transcript_control,50,0.05,reference_audio_f0_cache,reliable,,,,,,,,,,insufficient_valid_mora_f0,semi-audio counterfactual: same content/timing with insufficient voiced mora F0
jvs001->jvs002:VOICEACTRESS100_004,VOICEACTRESS100_004,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。,サービスマネージャードーニューエキノタメオーイマチエキカラエンカクカンリシテイル,38,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,native_cross_speaker_reference_audio_f0_cache,lab_phone_mora,same_transcript_control,93,1.0,reference_audio_f0_cache,reliable,0.8986123938417742,0.9756888168557536,0.8947368421052632,1.0,100,0.9040325938190164,0.9756888168557536,0.8947368421052632,1.0,,speaker A lab-timed native F0 contour used as verified reference cache target; speaker B same sentence scored as user
jvs001->jvs002:VOICEACTRESS100_004,VOICEACTRESS100_004,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。,サービスマネージャードーニューエキノタメオーイマチエキカラエンカクカンリシテイル,38,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,native_cross_speaker_openjtalk_target,lab_phone_mora,same_transcript_control,72,1.0,openjtalk_accent_phrase_chain,heuristic,0.32347938874328747,0.8,0.6578947368421053,0.75,100,0.6306266963540711,0.8,0.6578947368421053,1.0,,same speaker B native audio scored against OpenJTalk accent phrase target
jvs001->jvs002:VOICEACTRESS100_004,VOICEACTRESS100_004,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。,サービスマネージャードーニューエキノタメオーイマチエキカラエンカクカンリシテイル,38,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,flat_pitch_correct_content,lab_phone_mora,same_transcript_control,54,1.0,reference_audio_f0_cache,reliable,0.0,0.3695299837925445,0.4473684210526316,0.0,100,0.531959200654742,0.3695299837925445,0.4473684210526316,1.0,,"semi-audio counterfactual: real same-sentence timing/content, flattened user F0"
jvs001->jvs002:VOICEACTRESS100_004,VOICEACTRESS100_004,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。,サービスマネージャードーニューエキノタメオーイマチエキカラエンカクカンリシテイル,38,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,shuffled_random_pitch_correct_content,lab_phone_mora,same_transcript_control,53,1.0,reference_audio_f0_cache,reliable,-0.21691599982515566,0.6061588330632091,0.42105263157894735,0.0,100,0.4115960947225913,0.6061588330632091,0.42105263157894735,1.0,,"semi-audio counterfactual: real same-sentence timing/content, shuffled valid user F0 values"
jvs001->jvs002:VOICEACTRESS100_004,VOICEACTRESS100_004,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。,サービスマネージャードーニューエキノタメオーイマチエキカラエンカクカンリシテイル,38,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,wrong_accent_drop_correct_content,lab_phone_mora,same_transcript_control,87,1.0,reference_audio_f0_cache,reliable,0.8459879332391365,0.8346839546191248,0.8157894736842105,0.0,100,0.873398537029783,0.8346839546191248,0.8157894736842105,1.0,,semi-audio counterfactual: same content/timing with accent-drop transition suppressed or contradicted
jvs001->jvs002:VOICEACTRESS100_004,VOICEACTRESS100_004,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。,サービスマネージャードーニューエキノタメオーイマチエキカラエンカクカンリシテイル,38,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,low_f0_coverage_correct_content,lab_phone_mora,same_transcript_control,50,0.0526,reference_audio_f0_cache,reliable,,,,,,,,,,insufficient_valid_mora_f0,semi-audio counterfactual: same content/timing with insufficient voiced mora F0
jvs001->jvs002:VOICEACTRESS100_005,VOICEACTRESS100_005,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。,シルバーサーファーシューゲキジケンマデニリチャーズワチームメートトモニコクサイテキニスーパーヒーローオヨビユーメージントシテニンチサレテイル,67,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_005.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_005.wav,native_cross_speaker_reference_audio_f0_cache,lab_phone_mora,same_transcript_control,89,0.9851,reference_audio_f0_cache,reliable,0.8802947553924922,0.8243761996161229,0.9242424242424242,,100,0.8931832979673386,0.8243761996161229,0.9242424242424242,1.0,,speaker A lab-timed native F0 contour used as verified reference cache target; speaker B same sentence scored as user
jvs001->jvs002:VOICEACTRESS100_005,VOICEACTRESS100_005,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。,シルバーサーファーシューゲキジケンマデニリチャーズワチームメートトモニコクサイテキニスーパーヒーローオヨビユーメージントシテニンチサレテイル,67,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_005.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_005.wav,native_cross_speaker_openjtalk_target,lab_phone_mora,same_transcript_control,60,0.9851,openjtalk_accent_phrase_chain,heuristic,0.06430460486933041,0.614609571788413,0.5303030303030303,0.1111111111111111,100,0.5238596760873039,0.614609571788413,0.5303030303030303,1.0,,same speaker B native audio scored against OpenJTalk accent phrase target
jvs001->jvs002:VOICEACTRESS100_005,VOICEACTRESS100_005,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。,シルバーサーファーシューゲキジケンマデニリチャーズワチームメートトモニコクサイテキニスーパーヒーローオヨビユーメージントシテニンチサレテイル,67,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_005.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_005.wav,flat_pitch_correct_content,lab_phone_mora,same_transcript_control,45,0.9851,reference_audio_f0_cache,reliable,0.0,0.23896353166986561,0.5606060606060606,,45,0.5327417915567042,0.23896353166986561,0.5606060606060606,0.45,,"semi-audio counterfactual: real same-sentence timing/content, flattened user F0"
jvs001->jvs002:VOICEACTRESS100_005,VOICEACTRESS100_005,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。,シルバーサーファーシューゲキジケンマデニリチャーズワチームメートトモニコクサイテキニスーパーヒーローオヨビユーメージントシテニンチサレテイル,67,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_005.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_005.wav,shuffled_random_pitch_correct_content,lab_phone_mora,same_transcript_control,53,0.9851,reference_audio_f0_cache,reliable,-0.13692299553399034,0.4856046065259117,0.5303030303030303,,100,0.4436846246306868,0.4856046065259117,0.5303030303030303,1.0,,"semi-audio counterfactual: real same-sentence timing/content, shuffled valid user F0 values"
jvs001->jvs002:VOICEACTRESS100_005,VOICEACTRESS100_005,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。,シルバーサーファーシューゲキジケンマデニリチャーズワチームメートトモニコクサイテキニスーパーヒーローオヨビユーメージントシテニンチサレテイル,67,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_005.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_005.wav,wrong_accent_drop_correct_content,lab_phone_mora,same_transcript_control,88,0.9851,reference_audio_f0_cache,reliable,0.8684248250693383,0.7840690978886756,0.9090909090909091,,100,0.8862764870380577,0.7840690978886756,0.9090909090909091,1.0,,semi-audio counterfactual: same content/timing with accent-drop transition suppressed or contradicted
jvs001->jvs002:VOICEACTRESS100_005,VOICEACTRESS100_005,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。,シルバーサーファーシューゲキジケンマデニリチャーズワチームメートトモニコクサイテキニスーパーヒーローオヨビユーメージントシテニンチサレテイル,67,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_005.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_005.wav,low_f0_coverage_correct_content,lab_phone_mora,same_transcript_control,50,0.0299,reference_audio_f0_cache,reliable,,,,,,,,,,insufficient_valid_mora_f0,semi-audio counterfactual: same content/timing with insufficient voiced mora F0
jvs001->jvs002:VOICEACTRESS100_006,VOICEACTRESS100_006,ツュレンハルト領は、ヴュルテンベルク領に編入された。,ツュレンハルトリョーワビュルテンベルクリョーニヘンニューサレタ,26,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav,native_cross_speaker_reference_audio_f0_cache,lab_phone_mora,same_transcript_control,96,1.0,reference_audio_f0_cache,reliable,0.9694247531838122,0.9389312977099239,0.9615384615384616,1.0,100,0.9544072097462409,0.9389312977099239,0.9615384615384616,1.0,,speaker A lab-timed native F0 contour used as verified reference cache target; speaker B same sentence scored as user
jvs001->jvs002:VOICEACTRESS100_006,VOICEACTRESS100_006,ツュレンハルト領は、ヴュルテンベルク領に編入された。,ツュレンハルトリョーワビュルテンベルクリョーニヘンニューサレタ,26,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav,native_cross_speaker_openjtalk_target,lab_phone_mora,same_transcript_control,83,1.0,openjtalk_accent_phrase_chain,heuristic,0.6402430712465808,0.8979591836734693,0.7692307692307693,1.0,100,0.7684222588697383,0.8979591836734693,0.7692307692307693,1.0,,same speaker B native audio scored against OpenJTalk accent phrase target
jvs001->jvs002:VOICEACTRESS100_006,VOICEACTRESS100_006,ツュレンハルト領は、ヴュルテンベルク領に編入された。,ツュレンハルトリョーワビュルテンベルクリョーニヘンニューサレタ,26,jvs001,jvs002,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav,flat_pitch_correct_content,lab_phone_mora,same_transcript_control,46,1.0,reference_audio_f0_cache,reliable,0.0,0.3053435114503817,0.5,0.0,45,0.5319592010353908,0.3053435114503817,0.5,0.45,,"semi-audio counterfactual: real same-sentence timing/content, flattened user F0"
