sample_id,speaker_id,utterance_id,target_text,target_kana,target_mora_count,audio_path,lab_path,target_mode,alignment_mode,prosody_score,f0_coverage,contour_corr,contour_rmse,transition_agreement,hl_match,accent_drop_match,final_intonation_score,voiced_mora_count,valid_f0_mora_count,pitch_target_source,hl_target_source,pitch_target_consistency,gate_reason,unavailable_reason,component_contour,component_transition,component_final,component_hl,weight_contour,weight_transition,weight_final,weight_hl,notes
jvs001:VOICEACTRESS100_002,jvs001,VOICEACTRESS100_002,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。,ニューイングランドフーワギューニューヲベーストシタシロイクリームスープデアリボストンクラムチャウダートモヨバレル,52,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_002.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_002.lab,self_oracle_contour_target,lab_or_reference_alignment,100,0.9808,1.0,0.0,1.0,1.0,1.0,100,51,51,tts_reference,manual,trusted,,,1.0,1.0,1.0,1.0,0.43,0.25,0.12,0.2,same native mora-level F0 used as both user contour and reference target
jvs001:VOICEACTRESS100_002,jvs001,VOICEACTRESS100_002,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。,ニューイングランドフーワギューニューヲベーストシタシロイクリームスープデアリボストンクラムチャウダートモヨバレル,52,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_002.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_002.lab,smoothed_self_target,lab_or_reference_alignment,92,0.9808,0.9479689684383349,0.32258650999921445,0.8870967741935485,0.8627450980392157,1.0,100,51,51,tts_reference,manual,trusted,,,0.9371018775691711,0.8870967741935485,1.0,0.8627450980392157,0.43,0.25,0.12,0.2,same native contour smoothed with a 3-point mora-level kernel as reference target
jvs001:VOICEACTRESS100_002,jvs001,VOICEACTRESS100_002,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。,ニューイングランドフーワギューニューヲベーストシタシロイクリームスープデアリボストンクラムチャウダートモヨバレル,52,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_002.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_002.lab,shifted_self_target_-1_mora,lab_or_reference_alignment,73,0.9808,0.6473478704095367,0.8269691779916633,0.5447570332480819,0.7058823529411765,1.0,100,51,51,tts_reference,manual,trusted,,,0.7749742725159388,0.5447570332480819,1.0,0.7058823529411765,0.43,0.25,0.12,0.2,self reference shifted by one mora to quantify alignment sensitivity
jvs001:VOICEACTRESS100_002,jvs001,VOICEACTRESS100_002,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。,ニューイングランドフーワギューニューヲベーストシタシロイクリームスープデアリボストンクラムチャウダートモヨバレル,52,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_002.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_002.lab,shifted_self_target_+1_mora,lab_or_reference_alignment,71,0.9808,0.6473478704095365,0.8386265583855798,0.47490347490347484,0.6862745098039216,,100,51,51,tts_reference,manual,trusted,,,0.7738212093932988,0.47490347490347484,1.0,0.6862745098039216,0.43,0.25,0.12,0.2,self reference shifted by one mora to quantify alignment sensitivity
jvs001:VOICEACTRESS100_002,jvs001,VOICEACTRESS100_002,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。,ニューイングランドフーワギューニューヲベーストシタシロイクリームスープデアリボストンクラムチャウダートモヨバレル,52,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_002.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_002.lab,flat_user_contour_vs_self_target,lab_or_reference_alignment,48,0.9808,0.0,0.9999999703337116,0.31431897555296856,0.5882352941176471,0.0,45,51,51,tts_reference,manual,trusted,,,0.5319592006128171,0.31431897555296856,0.45,0.5882352941176471,0.43,0.25,0.12,0.2,user contour flattened while target/reference remains native self contour
jvs001:VOICEACTRESS100_002,jvs001,VOICEACTRESS100_002,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。,ニューイングランドフーワギューニューヲベーストシタシロイクリームスープデアリボストンクラムチャウダートモヨバレル,52,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_002.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_002.lab,shuffled_user_contour_vs_self_target,lab_or_reference_alignment,60,0.9808,-0.033503477606728824,1.4377088831097242,0.660069848661234,0.5294117647058824,0.25,100,51,51,tts_reference,manual,trusted,,,0.4844668364245365,0.660069848661234,1.0,0.5294117647058824,0.43,0.25,0.12,0.2,valid user F0 values shuffled while target/reference remains native self contour
jvs001:VOICEACTRESS100_003,jvs001,VOICEACTRESS100_003,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。,コンピュータゲームノメーカーヤギョーカイダンタイナドニカンレンスルジンブツノカテゴリ,40,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_003.lab,current_openjtalk_target,equal,73,0.95,0.3663219685249042,1.1298435069620751,0.7963800904977376,0.6842105263157895,0.4,100,38,38,openjtalk_accent_phrase_chain,openjtalk_accent_phrase_chain,tool_generated_high,,,0.6487340751938617,0.7963800904977376,1.0,0.6842105263157895,0.55,0.25,0.12,0.08,existing runtime path with trimmed audio and equal mora boundaries
jvs001:VOICEACTRESS100_003,jvs001,VOICEACTRESS100_003,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。,コンピュータゲームノメーカーヤギョーカイダンタイナドニカンレンスルジンブツノカテゴリ,40,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_003.lab,current_openjtalk_target_lab_alignment,lab_or_reference_alignment,78,1.0,0.6147460110656352,0.8918232657167473,0.735294117647059,0.725,0.0,100,40,40,openjtalk_accent_phrase_chain,openjtalk_accent_phrase_chain,tool_generated_high,,,0.7572332076043597,0.735294117647059,1.0,0.725,0.55,0.25,0.12,0.08,JVS monophone lab timing mapped sequentially to target moras; f0_method=pyworld.dio+stonemask; mapping_warnings=none
jvs001:VOICEACTRESS100_003,jvs001,VOICEACTRESS100_003,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。,コンピュータゲームノメーカーヤギョーカイダンタイナドニカンレンスルジンブツノカテゴリ,40,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_003.lab,self_oracle_contour_target,lab_or_reference_alignment,100,1.0,1.0,0.0,1.0,1.0,,100,40,40,tts_reference,manual,trusted,,,1.0,1.0,1.0,1.0,0.43,0.25,0.12,0.2,same native mora-level F0 used as both user contour and reference target
jvs001:VOICEACTRESS100_003,jvs001,VOICEACTRESS100_003,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。,コンピュータゲームノメーカーヤギョーカイダンタイナドニカンレンスルジンブツノカテゴリ,40,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_003.lab,smoothed_self_target,lab_or_reference_alignment,92,1.0,0.9675828340864088,0.2546258581904321,0.8341708542713568,0.925,,100,40,40,tts_reference,manual,trusted,,,0.9527914244874794,0.8341708542713568,1.0,0.925,0.43,0.25,0.12,0.2,same native contour smoothed with a 3-point mora-level kernel as reference target
jvs001:VOICEACTRESS100_003,jvs001,VOICEACTRESS100_003,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。,コンピュータゲームノメーカーヤギョーカイダンタイナドニカンレンスルジンブツノカテゴリ,40,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_003.lab,shifted_self_target_-1_mora,lab_or_reference_alignment,74,1.0,0.7093129663601001,0.7577583412454671,0.550632911392405,0.7,0.0,100,40,40,tts_reference,manual,trusted,,,0.8036480374911334,0.550632911392405,1.0,0.7,0.43,0.25,0.12,0.2,self reference shifted by one mora to quantify alignment sensitivity
jvs001:VOICEACTRESS100_003,jvs001,VOICEACTRESS100_003,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。,コンピュータゲームノメーカーヤギョーカイダンタイナドニカンレンスルジンブツノカテゴリ,40,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_003.lab,shifted_self_target_+1_mora,lab_or_reference_alignment,68,1.0,0.7093129663600996,0.7672515533326679,0.5633802816901408,0.7,0.0,45,40,40,tts_reference,manual,trusted,,,0.802675449271851,0.5633802816901408,0.45,0.7,0.43,0.25,0.12,0.2,self reference shifted by one mora to quantify alignment sensitivity
jvs001:VOICEACTRESS100_003,jvs001,VOICEACTRESS100_003,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。,コンピュータゲームノメーカーヤギョーカイダンタイナドニカンレンスルジンブツノカテゴリ,40,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_003.lab,flat_user_contour_vs_self_target,lab_or_reference_alignment,47,1.0,0.0,0.9999999699394793,0.3209302325581395,0.525,,45,40,40,tts_reference,manual,trusted,,,0.5319592006486842,0.3209302325581395,0.45,0.525,0.43,0.25,0.12,0.2,user contour flattened while target/reference remains native self contour
jvs001:VOICEACTRESS100_003,jvs001,VOICEACTRESS100_003,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。,コンピュータゲームノメーカーヤギョーカイダンタイナドニカンレンスルジンブツノカテゴリ,40,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_003.lab,shuffled_user_contour_vs_self_target,lab_or_reference_alignment,56,1.0,0.04226573959163883,1.3840044818051571,0.6883720930232557,0.55,,45,40,40,tts_reference,manual,trusted,,,0.5149648481597229,0.6883720930232557,0.45,0.55,0.43,0.25,0.12,0.2,valid user F0 values shuffled while target/reference remains native self contour
jvs001:VOICEACTRESS100_004,jvs001,VOICEACTRESS100_004,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。,サービスマネージャードーニューエキノタメオーイマチエキカラエンカクカンリシテイル,38,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_004.lab,current_openjtalk_target,equal,70,0.9474,0.3352917361834409,1.1570634141367033,0.7285714285714285,0.6111111111111112,0.5,100,36,36,openjtalk_accent_phrase_chain,openjtalk_accent_phrase_chain,tool_generated_high,,,0.635568427228096,0.7285714285714285,1.0,0.6111111111111112,0.55,0.25,0.12,0.08,existing runtime path with trimmed audio and equal mora boundaries
jvs001:VOICEACTRESS100_004,jvs001,VOICEACTRESS100_004,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。,サービスマネージャードーニューエキノタメオーイマチエキカラエンカクカンリシテイル,38,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_004.lab,current_openjtalk_target_lab_alignment,lab_or_reference_alignment,75,1.0,0.46247021149096035,1.0424308358180427,0.7733333333333334,0.7631578947368421,0.5,100,38,38,openjtalk_accent_phrase_chain,openjtalk_accent_phrase_chain,tool_generated_high,,,0.6900040928206453,0.7733333333333334,1.0,0.7631578947368421,0.55,0.25,0.12,0.08,JVS monophone lab timing mapped sequentially to target moras; f0_method=pyworld.dio+stonemask; mapping_warnings=none
jvs001:VOICEACTRESS100_004,jvs001,VOICEACTRESS100_004,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。,サービスマネージャードーニューエキノタメオーイマチエキカラエンカクカンリシテイル,38,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_004.lab,self_oracle_contour_target,lab_or_reference_alignment,100,1.0,1.0,0.0,1.0,1.0,1.0,100,38,38,tts_reference,manual,trusted,,,1.0,1.0,1.0,1.0,0.43,0.25,0.12,0.2,same native mora-level F0 used as both user contour and reference target
jvs001:VOICEACTRESS100_004,jvs001,VOICEACTRESS100_004,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。,サービスマネージャードーニューエキノタメオーイマチエキカラエンカクカンリシテイル,38,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_004.lab,smoothed_self_target,lab_or_reference_alignment,97,1.0,0.9812636767489118,0.1935785225008444,0.9513776337115073,1.0,1.0,100,38,38,tts_reference,manual,trusted,,,0.9657664719136929,0.9513776337115073,1.0,1.0,0.43,0.25,0.12,0.2,same native contour smoothed with a 3-point mora-level kernel as reference target
jvs001:VOICEACTRESS100_004,jvs001,VOICEACTRESS100_004,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。,サービスマネージャードーニューエキノタメオーイマチエキカラエンカクカンリシテイル,38,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_004.lab,shifted_self_target_-1_mora,lab_or_reference_alignment,79,1.0,0.7447095667311528,0.7072456849030705,0.6247755834829443,0.7894736842105263,0.0,100,38,38,tts_reference,manual,trusted,,,0.8212902687730369,0.6247755834829443,1.0,0.7894736842105263,0.43,0.25,0.12,0.2,self reference shifted by one mora to quantify alignment sensitivity
jvs001:VOICEACTRESS100_004,jvs001,VOICEACTRESS100_004,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。,サービスマネージャードーニューエキノタメオーイマチエキカラエンカクカンリシテイル,38,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_004.lab,shifted_self_target_+1_mora,lab_or_reference_alignment,74,1.0,0.7447095667311525,0.7193090592578156,0.6879432624113474,0.7894736842105263,,45,38,38,tts_reference,manual,trusted,,,0.8200235666185591,0.6879432624113474,0.45,0.7894736842105263,0.43,0.25,0.12,0.2,self reference shifted by one mora to quantify alignment sensitivity
jvs001:VOICEACTRESS100_004,jvs001,VOICEACTRESS100_004,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。,サービスマネージャードーニューエキノタメオーイマチエキカラエンカクカンリシテイル,38,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_004.lab,flat_user_contour_vs_self_target,lab_or_reference_alignment,46,1.0,0.0,0.999999973323927,0.27228525121555913,0.5526315789473685,0.0,45,38,38,tts_reference,manual,trusted,,,0.5319592003407685,0.27228525121555913,0.45,0.5526315789473685,0.43,0.25,0.12,0.2,user contour flattened while target/reference remains native self contour
jvs001:VOICEACTRESS100_004,jvs001,VOICEACTRESS100_004,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。,サービスマネージャードーニューエキノタメオーイマチエキカラエンカクカンリシテイル,38,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/lab/mon/VOICEACTRESS100_004.lab,shuffled_user_contour_vs_self_target,lab_or_reference_alignment,41,1.0,-0.31505664116675713,1.6217623568239978,0.5478119935170177,0.3157894736842105,0.5,45,38,38,tts_reference,manual,trusted,,,0.3730700474591953,0.5478119935170177,0.45,0.3157894736842105,0.43,0.25,0.12,0.2,valid user F0 values shuffled while target/reference remains native self contour
