sample_id,speaker,wav_sentence_id,target_sentence_id,is_correct_target,duration_ratio,wav_path,cache_path,system,cold,latency_sec,status,verification_level,legacy_would_verify,content_verified,kana_similarity,transcript,note
correct_029,jvs001,9,9,True,1.1526,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_009.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_009/ref_jvs001_c34c5ddc46,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
correct_030,jvs001,10,10,True,1.23805,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_010.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_010/ref_jvs001_24c391d47a,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_001,jvs003,13,18,False,1.00056,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_013.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_018/ref_jvs001_cd056e864c,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_002,jvs002,11,19,False,0.99933,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_011.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_019/ref_jvs001_efd87f67df,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_003,jvs001,20,8,False,1.0008,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_020.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_008/ref_jvs001_ee92f46212,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_004,jvs003,9,1,False,1.0019,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_009.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_001/ref_jvs001_3471c4df0e,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_005,jvs003,10,9,False,1.00377,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_010.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_009/ref_jvs001_c34c5ddc46,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_006,jvs002,17,11,False,1.00379,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_017.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_011/ref_jvs001_178d6ef9ea,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_007,jvs003,11,2,False,0.99528,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_011.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_002/ref_jvs001_8c1c3bb172,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_008,jvs002,4,20,False,1.00546,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_020/ref_jvs001_0657239bba,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_009,jvs001,6,13,False,1.00554,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_013/ref_jvs001_708b77439b,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_010,jvs001,11,19,False,1.00593,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_011.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_019/ref_jvs001_efd87f67df,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_011,jvs002,3,9,False,1.00768,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_009/ref_jvs001_c34c5ddc46,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_012,jvs001,3,20,False,0.99203,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_020/ref_jvs001_0657239bba,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_013,jvs003,11,7,False,0.99139,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_011.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_007/ref_jvs001_2602299ec5,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_014,jvs002,10,16,False,1.00895,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_010.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_016/ref_jvs001_c43c761ec8,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_015,jvs003,12,19,False,0.99089,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_012.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_019/ref_jvs001_efd87f67df,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_016,jvs003,15,11,False,1.00966,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_015.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_011/ref_jvs001_178d6ef9ea,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_017,jvs002,12,17,False,1.00974,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_012.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_017/ref_jvs001_06de25e250,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_018,jvs001,16,11,False,1.01024,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_016.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_011/ref_jvs001_178d6ef9ea,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_019,jvs001,4,18,False,0.98961,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_018/ref_jvs001_cd056e864c,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_020,jvs003,6,12,False,0.98944,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_012/ref_jvs001_4545d3cb27,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_021,jvs001,15,17,False,0.98912,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_015.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_017/ref_jvs001_06de25e250,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_022,jvs002,19,2,False,0.98903,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_019.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_002/ref_jvs001_8c1c3bb172,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_023,jvs001,10,12,False,0.98897,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_010.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_012/ref_jvs001_4545d3cb27,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_024,jvs001,19,7,False,1.01142,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_019.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_007/ref_jvs001_2602299ec5,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_025,jvs001,11,8,False,0.98844,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_011.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_008/ref_jvs001_ee92f46212,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_026,jvs001,13,17,False,1.01192,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_013.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_017/ref_jvs001_06de25e250,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_027,jvs002,18,8,False,1.01267,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_018.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_008/ref_jvs001_ee92f46212,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_028,jvs001,12,20,False,0.98706,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_012.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_020/ref_jvs001_0657239bba,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_029,jvs001,4,20,False,1.01423,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_020/ref_jvs001_0657239bba,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_030,jvs001,8,7,False,1.01437,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_008.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_007/ref_jvs001_2602299ec5,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_031,jvs001,6,15,False,0.98543,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_015/ref_jvs001_5228063f1c,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_032,jvs002,19,7,False,0.98517,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_019.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_007/ref_jvs001_2602299ec5,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_033,jvs001,19,2,False,1.01539,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_019.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_002/ref_jvs001_8c1c3bb172,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_034,jvs001,18,1,False,0.98436,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_018.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_001/ref_jvs001_3471c4df0e,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
